tags,elapsed_s,start_unix,end_unix
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3874.zip']",171.60,1713026638.56,1713026810.16
"['initialize-parser', '8f3c9577-10f7-4df9-94f7-e3182722c371']",0.00,1713026811.22,1713026811.22
"['parser-parse', '3d1b1067-2342-4716-93fe-80c16647bc71']",170.87,1713026640.36,1713026811.23
"['write-jsonl', '3d1b1067-2342-4716-93fe-80c16647bc71']",0.00,1713026811.23,1713026811.23
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3733.zip']",170.87,1713026640.36,1713026811.23
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3733.zip']",171.84,1713026639.39,1713026811.23
"['initialize-parser', 'd9c85fd1-1029-439d-adc7-9de8fbab270b']",0.00,1713026812.22,1713026812.22
"['parser-parse', '46c280c7-f7a2-4721-8c0e-a029f721355f']",171.23,1713026641.64,1713026812.87
"['write-jsonl', '46c280c7-f7a2-4721-8c0e-a029f721355f']",0.00,1713026812.87,1713026812.87
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-259.zip']",171.24,1713026641.64,1713026812.87
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-259.zip']",172.23,1713026640.65,1713026812.88
"['initialize-parser', '2d239261-8899-4005-a2ad-e82831e019d1']",0.00,1713026813.93,1713026813.93
"['parser-parse', 'a4a57e77-928f-4b9e-8553-cbc0063f6db6']",170.44,1713026646.62,1713026817.06
"['write-jsonl', 'a4a57e77-928f-4b9e-8553-cbc0063f6db6']",0.00,1713026817.06,1713026817.06
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3181.zip']",170.45,1713026646.62,1713026817.06
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3181.zip']",171.45,1713026645.62,1713026817.06
"['initialize-parser', 'dc6046b0-cf5f-4885-b8cf-1c85543f2231']",0.00,1713026818.14,1713026818.14
"['parser-parse', '6e5aa616-7802-4b61-b96a-827ee5ba7ce4']",172.20,1713026647.92,1713026820.11
"['write-jsonl', '6e5aa616-7802-4b61-b96a-827ee5ba7ce4']",0.00,1713026820.11,1713026820.12
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2856.zip']",172.20,1713026647.92,1713026820.12
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2856.zip']",173.26,1713026646.86,1713026820.12
"['initialize-parser', '70885d8a-dfa0-48da-82ce-843c1aadc739']",0.00,1713026821.25,1713026821.25
"['parser-parse', 'bbcb18b6-1c51-4d83-9b11-7439720d349d']",173.35,1713026649.03,1713026822.38
"['write-jsonl', 'bbcb18b6-1c51-4d83-9b11-7439720d349d']",0.00,1713026822.38,1713026822.38
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1575.zip']",173.35,1713026649.03,1713026822.38
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1575.zip']",174.34,1713026648.04,1713026822.38
"['initialize-parser', '6259d2c2-40c5-4037-847f-850c707ea98d']",0.00,1713026823.43,1713026823.43
"['parser-parse', 'e642e0b9-86ab-46b7-81d1-f3e073dc8b86']",174.62,1713026652.98,1713026827.60
"['write-jsonl', 'e642e0b9-86ab-46b7-81d1-f3e073dc8b86']",0.01,1713026827.60,1713026827.61
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3014.zip']",174.63,1713026652.97,1713026827.61
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3014.zip']",175.61,1713026652.00,1713026827.61
"['initialize-parser', 'a291185e-04b3-4d28-884c-484817e9beb6']",0.00,1713026828.72,1713026828.72
"['parser-parse', '181f2e88-b74d-4c3d-bb8b-4abb2734cdfb']",177.37,1713026661.77,1713026839.14
"['write-jsonl', '181f2e88-b74d-4c3d-bb8b-4abb2734cdfb']",0.00,1713026839.14,1713026839.14
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-791.zip']",177.37,1713026661.77,1713026839.14
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-791.zip']",178.41,1713026660.73,1713026839.14
"['initialize-parser', '1b1f805f-46cb-4e1b-a378-5a151f8c139f']",0.00,1713026840.19,1713026840.19
"['parser-parse', 'c0f7eb64-005b-438e-aaf7-7e5772c77cea']",177.85,1713026661.51,1713026839.37
"['write-jsonl', 'c0f7eb64-005b-438e-aaf7-7e5772c77cea']",0.00,1713026839.37,1713026839.37
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-623.zip']",177.86,1713026661.51,1713026839.37
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-623.zip']",178.87,1713026660.50,1713026839.37
"['initialize-parser', 'e414ac1d-0cca-4b3b-a111-b567ec5b728e']",0.00,1713026840.39,1713026840.39
"['parser-parse', 'bf4c9751-3c88-492d-913a-6c4744817e2a']",180.45,1713026667.66,1713026848.11
"['write-jsonl', 'bf4c9751-3c88-492d-913a-6c4744817e2a']",0.00,1713026848.11,1713026848.11
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2596.zip']",180.45,1713026667.66,1713026848.11
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2596.zip']",181.44,1713026666.67,1713026848.11
"['initialize-parser', 'd0605ec1-67fe-4204-87f2-1aed076b91f3']",0.00,1713026849.17,1713026849.17
"['parser-parse', 'e53e0917-4c7d-4e9e-9339-f96e37b7d161']",213.27,1713026755.60,1713026968.87
"['write-jsonl', 'e53e0917-4c7d-4e9e-9339-f96e37b7d161']",0.00,1713026968.87,1713026968.87
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2871.zip']",213.27,1713026755.60,1713026968.87
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2871.zip']",214.32,1713026754.55,1713026968.87
"['initialize-parser', '940ce52a-a9c2-42d0-92a3-7dcf1272c0bc']",0.00,1713026970.01,1713026970.01
"['parser-parse', '57452598-8772-41f6-9aec-59e890d725f3']",171.59,1713026805.29,1713026976.88
"['write-jsonl', '57452598-8772-41f6-9aec-59e890d725f3']",0.00,1713026976.88,1713026976.89
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-375.zip']",171.59,1713026805.29,1713026976.89
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-375.zip']",172.62,1713026804.27,1713026976.89
"['initialize-parser', 'b9df6a0c-250b-439d-b640-7e7e29d09243']",0.00,1713026977.95,1713026977.95
"['parser-parse', '8f3c9577-10f7-4df9-94f7-e3182722c371']",172.87,1713026811.22,1713026984.09
"['write-jsonl', '8f3c9577-10f7-4df9-94f7-e3182722c371']",0.00,1713026984.09,1713026984.09
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2592.zip']",172.88,1713026811.21,1713026984.09
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2592.zip']",173.92,1713026810.17,1713026984.10
"['initialize-parser', '34dd91da-c36e-4a58-b39c-004167d64f73']",0.00,1713026985.21,1713026985.21
"['parser-parse', 'd9c85fd1-1029-439d-adc7-9de8fbab270b']",172.30,1713026812.22,1713026984.51
"['write-jsonl', 'd9c85fd1-1029-439d-adc7-9de8fbab270b']",0.00,1713026984.51,1713026984.52
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3197.zip']",172.30,1713026812.22,1713026984.52
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3197.zip']",173.27,1713026811.24,1713026984.52
"['initialize-parser', '4ca720d8-228e-4fc7-9c20-136a078c470d']",0.00,1713026985.63,1713026985.63
"['parser-parse', '2d239261-8899-4005-a2ad-e82831e019d1']",171.95,1713026813.93,1713026985.88
"['write-jsonl', '2d239261-8899-4005-a2ad-e82831e019d1']",0.00,1713026985.88,1713026985.88
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2212.zip']",171.95,1713026813.93,1713026985.88
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2212.zip']",172.99,1713026812.89,1713026985.88
"['initialize-parser', '3f63d2b7-ad1d-40ef-8d7f-c0e978bb4445']",0.00,1713026986.94,1713026986.94
"['parser-parse', 'dc6046b0-cf5f-4885-b8cf-1c85543f2231']",171.97,1713026818.14,1713026990.12
"['write-jsonl', 'dc6046b0-cf5f-4885-b8cf-1c85543f2231']",0.00,1713026990.12,1713026990.12
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2468.zip']",171.98,1713026818.14,1713026990.12
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2468.zip']",173.05,1713026817.08,1713026990.12
"['initialize-parser', '70832d53-fb59-4c8a-97d9-00095b98f843']",0.00,1713026991.27,1713026991.27
"['parser-parse', '70885d8a-dfa0-48da-82ce-843c1aadc739']",173.80,1713026821.25,1713026995.05
"['write-jsonl', '70885d8a-dfa0-48da-82ce-843c1aadc739']",0.00,1713026995.05,1713026995.06
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-735.zip']",173.81,1713026821.25,1713026995.06
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-735.zip']",174.93,1713026820.13,1713026995.06
"['initialize-parser', '3833c499-ffd6-42ac-aafd-c6585ad18254']",0.00,1713026996.16,1713026996.16
"['parser-parse', '6259d2c2-40c5-4037-847f-850c707ea98d']",173.88,1713026823.43,1713026997.30
"['write-jsonl', '6259d2c2-40c5-4037-847f-850c707ea98d']",0.00,1713026997.30,1713026997.31
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-896.zip']",173.88,1713026823.43,1713026997.31
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-896.zip']",174.91,1713026822.39,1713026997.31
"['initialize-parser', '2cb68da7-5216-4fb0-9358-ff1e6fa94b94']",0.00,1713026998.45,1713026998.45
"['parser-parse', 'a291185e-04b3-4d28-884c-484817e9beb6']",177.26,1713026828.72,1713027005.97
"['write-jsonl', 'a291185e-04b3-4d28-884c-484817e9beb6']",0.00,1713027005.97,1713027005.97
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3443.zip']",177.26,1713026828.71,1713027005.97
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3443.zip']",178.35,1713026827.62,1713027005.98
"['initialize-parser', '3d9af3b7-6401-4caa-b1a5-eabd2d2cf54d']",0.00,1713027007.04,1713027007.04
"['parser-parse', 'e414ac1d-0cca-4b3b-a111-b567ec5b728e']",179.78,1713026840.39,1713027020.17
"['write-jsonl', 'e414ac1d-0cca-4b3b-a111-b567ec5b728e']",0.00,1713027020.17,1713027020.17
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3398.zip']",179.78,1713026840.39,1713027020.17
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3398.zip']",180.79,1713026839.39,1713027020.17
"['initialize-parser', '2b78ae95-9be1-440c-bfc2-3fcbff89095d']",0.00,1713027021.17,1713027021.17
"['parser-parse', '1b1f805f-46cb-4e1b-a378-5a151f8c139f']",180.19,1713026840.19,1713027020.38
"['write-jsonl', '1b1f805f-46cb-4e1b-a378-5a151f8c139f']",0.00,1713027020.38,1713027020.39
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-515.zip']",180.20,1713026840.19,1713027020.39
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-515.zip']",181.23,1713026839.16,1713027020.39
"['initialize-parser', '4c87c9d4-ed09-4277-9311-2d12babaab98']",0.00,1713027021.45,1713027021.45
"['parser-parse', 'd0605ec1-67fe-4204-87f2-1aed076b91f3']",181.84,1713026849.17,1713027031.01
"['write-jsonl', 'd0605ec1-67fe-4204-87f2-1aed076b91f3']",0.00,1713027031.01,1713027031.02
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3308.zip']",181.85,1713026849.17,1713027031.02
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3308.zip']",182.89,1713026848.12,1713027031.02
"['initialize-parser', 'ca94a8f0-a9a3-48f3-b63f-86dbb4c0fbe8']",0.00,1713027032.11,1713027032.11
"['parser-parse', 'b9df6a0c-250b-439d-b640-7e7e29d09243']",172.88,1713026977.95,1713027150.84
"['write-jsonl', 'b9df6a0c-250b-439d-b640-7e7e29d09243']",0.01,1713027150.84,1713027150.85
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1368.zip']",172.90,1713026977.95,1713027150.85
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1368.zip']",173.95,1713026976.90,1713027150.85
"['initialize-parser', 'ab5e2634-208d-49f3-bc8f-996a57b26f1e']",0.00,1713027152.01,1713027152.01
"['parser-parse', '3f63d2b7-ad1d-40ef-8d7f-c0e978bb4445']",173.18,1713026986.94,1713027160.12
"['write-jsonl', '3f63d2b7-ad1d-40ef-8d7f-c0e978bb4445']",0.00,1713027160.12,1713027160.12
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-610.zip']",173.18,1713026986.94,1713027160.12
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-610.zip']",174.23,1713026985.89,1713027160.12
"['initialize-parser', 'e4f620ce-ce25-4ea7-a578-76f78a3253ed']",0.00,1713027161.18,1713027161.18
"['parser-parse', '4ca720d8-228e-4fc7-9c20-136a078c470d']",174.50,1713026985.63,1713027160.13
"['write-jsonl', '4ca720d8-228e-4fc7-9c20-136a078c470d']",0.00,1713027160.13,1713027160.14
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2602.zip']",174.51,1713026985.63,1713027160.14
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2602.zip']",175.61,1713026984.53,1713027160.14
"['initialize-parser', '7742aaed-45ba-4b71-8ad2-4553666d4624']",0.00,1713027161.20,1713027161.20
"['parser-parse', '34dd91da-c36e-4a58-b39c-004167d64f73']",175.06,1713026985.21,1713027160.27
"['write-jsonl', '34dd91da-c36e-4a58-b39c-004167d64f73']",0.00,1713027160.27,1713027160.27
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1834.zip']",175.07,1713026985.21,1713027160.27
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1834.zip']",176.17,1713026984.11,1713027160.27
"['initialize-parser', '9a013c3f-da44-4a04-a282-d77cb81651bc']",0.00,1713027161.36,1713027161.36
"['parser-parse', '70832d53-fb59-4c8a-97d9-00095b98f843']",173.71,1713026991.27,1713027164.98
"['write-jsonl', '70832d53-fb59-4c8a-97d9-00095b98f843']",0.00,1713027164.98,1713027164.99
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3096.zip']",173.71,1713026991.27,1713027164.99
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3096.zip']",174.85,1713026990.14,1713027164.99
"['initialize-parser', '5b751b7f-d047-4c56-a6bf-cec013f775d7']",0.00,1713027166.19,1713027166.19
"['parser-parse', '3833c499-ffd6-42ac-aafd-c6585ad18254']",176.02,1713026996.16,1713027172.18
"['write-jsonl', '3833c499-ffd6-42ac-aafd-c6585ad18254']",0.00,1713027172.18,1713027172.19
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2647.zip']",176.03,1713026996.16,1713027172.19
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2647.zip']",177.12,1713026995.07,1713027172.19
"['initialize-parser', '56c194c6-3e20-454e-8afd-50c38067cd4b']",0.00,1713027173.39,1713027173.39
"['parser-parse', '2cb68da7-5216-4fb0-9358-ff1e6fa94b94']",174.64,1713026998.46,1713027173.09
"['write-jsonl', '2cb68da7-5216-4fb0-9358-ff1e6fa94b94']",0.00,1713027173.09,1713027173.10
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1497.zip']",174.64,1713026998.45,1713027173.10
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1497.zip']",175.78,1713026997.32,1713027173.10
"['initialize-parser', '469a1212-02a1-44e5-bb60-597bbf5d5a2e']",0.00,1713027174.16,1713027174.16
"['parser-parse', '940ce52a-a9c2-42d0-92a3-7dcf1272c0bc']",208.62,1713026970.01,1713027178.62
"['write-jsonl', '940ce52a-a9c2-42d0-92a3-7dcf1272c0bc']",0.00,1713027178.62,1713027178.63
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3490.zip']",208.62,1713026970.01,1713027178.63
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3490.zip']",209.75,1713026968.88,1713027178.63
"['initialize-parser', 'ac94cc7e-00ba-4288-bb21-191ec13b9753']",0.00,1713027179.77,1713027179.77
"['parser-parse', '3d9af3b7-6401-4caa-b1a5-eabd2d2cf54d']",177.60,1713027007.04,1713027184.64
"['write-jsonl', '3d9af3b7-6401-4caa-b1a5-eabd2d2cf54d']",0.00,1713027184.64,1713027184.64
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2213.zip']",177.60,1713027007.04,1713027184.64
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2213.zip']",178.66,1713027005.99,1713027184.64
"['initialize-parser', '9cb37a10-72cf-40f1-9e2d-71dd6aa42bb6']",0.00,1713027185.76,1713027185.76
"['parser-parse', '4c87c9d4-ed09-4277-9311-2d12babaab98']",180.38,1713027021.45,1713027201.83
"['write-jsonl', '4c87c9d4-ed09-4277-9311-2d12babaab98']",0.00,1713027201.83,1713027201.83
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1597.zip']",180.38,1713027021.45,1713027201.83
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1597.zip']",181.43,1713027020.40,1713027201.83
"['initialize-parser', '92f7ee80-27d3-4e5d-9e97-2c5d62a0824e']",0.00,1713027202.89,1713027202.89
"['parser-parse', '2b78ae95-9be1-440c-bfc2-3fcbff89095d']",181.65,1713027021.17,1713027202.82
"['write-jsonl', '2b78ae95-9be1-440c-bfc2-3fcbff89095d']",0.00,1713027202.82,1713027202.82
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1339.zip']",181.66,1713027021.17,1713027202.82
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1339.zip']",182.64,1713027020.18,1713027202.82
"['initialize-parser', '869828d5-6c28-4ed1-b836-842c98827d49']",0.00,1713027204.00,1713027204.00
"['parser-parse', 'ca94a8f0-a9a3-48f3-b63f-86dbb4c0fbe8']",183.04,1713027032.11,1713027215.15
"['write-jsonl', 'ca94a8f0-a9a3-48f3-b63f-86dbb4c0fbe8']",0.00,1713027215.15,1713027215.15
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-374.zip']",183.04,1713027032.10,1713027215.15
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-374.zip']",184.12,1713027031.03,1713027215.15
"['initialize-parser', 'cc447657-125c-4047-bee1-1461295a3a91']",0.00,1713027216.30,1713027216.30
"['parser-parse', 'ab5e2634-208d-49f3-bc8f-996a57b26f1e']",172.20,1713027152.01,1713027324.21
"['write-jsonl', 'ab5e2634-208d-49f3-bc8f-996a57b26f1e']",0.00,1713027324.21,1713027324.21
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-918.zip']",172.20,1713027152.01,1713027324.21
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-918.zip']",173.35,1713027150.86,1713027324.21
"['initialize-parser', '91469a66-0cfa-44ca-ba48-b1066ddf7a37']",0.00,1713027325.35,1713027325.35
"['parser-parse', '7742aaed-45ba-4b71-8ad2-4553666d4624']",175.11,1713027161.20,1713027336.31
"['write-jsonl', '7742aaed-45ba-4b71-8ad2-4553666d4624']",0.00,1713027336.31,1713027336.31
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-727.zip']",175.11,1713027161.20,1713027336.31
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-727.zip']",176.16,1713027160.15,1713027336.31
"['initialize-parser', 'b740a7fc-108c-4904-b8a9-9c3998f2cd6d']",0.00,1713027337.48,1713027337.48
"['parser-parse', '9a013c3f-da44-4a04-a282-d77cb81651bc']",175.00,1713027161.36,1713027336.36
"['write-jsonl', '9a013c3f-da44-4a04-a282-d77cb81651bc']",0.00,1713027336.36,1713027336.36
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3645.zip']",175.00,1713027161.36,1713027336.36
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3645.zip']",176.07,1713027160.29,1713027336.36
"['initialize-parser', '127472a5-76a1-4f8f-a5bb-8f1c23b587f4']",0.00,1713027337.50,1713027337.50
"['parser-parse', 'e4f620ce-ce25-4ea7-a578-76f78a3253ed']",175.50,1713027161.18,1713027336.68
"['write-jsonl', 'e4f620ce-ce25-4ea7-a578-76f78a3253ed']",0.00,1713027336.68,1713027336.68
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-900.zip']",175.50,1713027161.18,1713027336.68
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-900.zip']",176.55,1713027160.13,1713027336.68
"['initialize-parser', '1544614d-109f-44fb-9578-27ab5e205d70']",0.00,1713027337.81,1713027337.81
"['parser-parse', '5b751b7f-d047-4c56-a6bf-cec013f775d7']",174.50,1713027166.19,1713027340.69
"['write-jsonl', '5b751b7f-d047-4c56-a6bf-cec013f775d7']",0.00,1713027340.69,1713027340.69
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2801.zip']",174.50,1713027166.19,1713027340.69
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2801.zip']",175.69,1713027165.00,1713027340.69
"['initialize-parser', '44146f33-bc94-4f46-ad8c-84a05dea18bf']",0.00,1713027341.91,1713027341.91
"['parser-parse', '469a1212-02a1-44e5-bb60-597bbf5d5a2e']",175.66,1713027174.16,1713027349.81
"['write-jsonl', '469a1212-02a1-44e5-bb60-597bbf5d5a2e']",0.00,1713027349.81,1713027349.81
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3852.zip']",175.66,1713027174.15,1713027349.82
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3852.zip']",176.71,1713027173.11,1713027349.82
"['initialize-parser', '02a45b49-4702-4f29-9055-ef0bf4c8f66c']",0.00,1713027351.04,1713027351.04
"['parser-parse', '56c194c6-3e20-454e-8afd-50c38067cd4b']",176.90,1713027173.39,1713027350.29
