tags,elapsed_s,start_unix,end_unix
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-27222.zip']",228.44,1713122711.77,1713122940.20
"['initialize-parser', '3e13a79c-944b-4310-8bd2-ccdbc31b61b3']",0.00,1713122941.54,1713122941.54
"['parser-parse', 'e76b2e2e-3e11-4679-803e-ff366311af39']",63.26,1713122876.94,1713122940.20
"['write-jsonl', 'e76b2e2e-3e11-4679-803e-ff366311af39']",0.00,1713122940.20,1713122940.21
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-7214.zip']",227.73,1713122712.48,1713122940.21
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-7214.zip']",228.45,1713122711.76,1713122940.21
"['initialize-parser', '76c61817-c8be-410a-a531-15f6312a8dac']",0.00,1713122941.56,1713122941.56
"['parser-parse', '6ce57c16-6f65-4cc2-bb32-a0a5f4b71fa6']",63.25,1713122876.93,1713122940.18
"['write-jsonl', '6ce57c16-6f65-4cc2-bb32-a0a5f4b71fa6']",0.00,1713122940.18,1713122940.19
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-7335.zip']",227.72,1713122712.47,1713122940.19
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-7335.zip']",228.43,1713122711.76,1713122940.19
"['initialize-parser', '9f4d9ed0-6284-45cc-a4b7-1542593852cf']",0.00,1713122941.59,1713122941.59
"['parser-parse', 'a788c22c-9cdb-47ae-8734-d68a70fbaf45']",63.26,1713122876.92,1713122940.18
"['write-jsonl', 'a788c22c-9cdb-47ae-8734-d68a70fbaf45']",0.00,1713122940.18,1713122940.18
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10882.zip']",227.56,1713122712.63,1713122940.18
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10882.zip']",228.43,1713122711.75,1713122940.19
"['initialize-parser', 'e1002b99-fc3a-4652-9e23-c1198fbc2aba']",0.00,1713122941.60,1713122941.60
"['parser-parse', 'b08a9dc7-68fe-49ec-a345-f225e2216362']",63.28,1713122876.92,1713122940.20
"['write-jsonl', 'b08a9dc7-68fe-49ec-a345-f225e2216362']",0.00,1713122940.20,1713122940.21
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10170.zip']",227.71,1713122712.50,1713122940.21
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10170.zip']",228.44,1713122711.76,1713122940.21
"['initialize-parser', 'b3331f42-71d8-454f-aa79-f77f7eb18be7']",0.00,1713122941.61,1713122941.61
"['parser-parse', '4e886049-878e-4254-a39d-470e6fbd8eb8']",63.53,1713122876.95,1713122940.48
"['write-jsonl', '4e886049-878e-4254-a39d-470e6fbd8eb8']",0.00,1713122940.48,1713122940.49
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-27540.zip']",227.91,1713122712.57,1713122940.49
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-27540.zip']",228.67,1713122711.81,1713122940.49
"['initialize-parser', 'ab4e2ce6-d2a4-4248-90da-d2f5df0b102a']",0.00,1713122941.82,1713122941.82
"['parser-parse', 'b058dac9-7982-4b6d-9da0-8cff25525f1c']",54.71,1713122914.89,1713122969.60
"['write-jsonl', 'b058dac9-7982-4b6d-9da0-8cff25525f1c']",0.00,1713122969.60,1713122969.60
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-22088.zip']",54.71,1713122914.88,1713122969.60
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-22088.zip']",56.30,1713122913.30,1713122969.60
"['initialize-parser', '8c401fed-b7b9-47a8-a318-9fe6f47f6ce2']",0.00,1713122971.22,1713122971.22
"['parser-parse', 'edda4dfe-66a1-473e-85c4-28406d20f9e5']",54.86,1713122916.94,1713122971.80
"['write-jsonl', 'edda4dfe-66a1-473e-85c4-28406d20f9e5']",0.00,1713122971.80,1713122971.80
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16979.zip']",54.86,1713122916.94,1713122971.80
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16979.zip']",56.38,1713122915.42,1713122971.80
"['initialize-parser', '6b0e66e3-5a81-4a0b-865b-c723c3948bee']",0.00,1713122973.35,1713122973.35
"['parser-parse', '4287c539-7216-4a4d-9a21-048871ee6988']",55.71,1713122918.39,1713122974.11
"['write-jsonl', '4287c539-7216-4a4d-9a21-048871ee6988']",0.00,1713122974.11,1713122974.11
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10625.zip']",55.72,1713122918.39,1713122974.11
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10625.zip']",57.21,1713122916.90,1713122974.11
"['initialize-parser', '6254e11c-3294-4ca1-ba7e-276a8d966b9f']",0.00,1713122975.65,1713122975.65
"['parser-parse', 'fbf54a03-fd02-4e0b-b666-a79a6953e145']",56.21,1713122918.58,1713122974.79
"['write-jsonl', 'fbf54a03-fd02-4e0b-b666-a79a6953e145']",0.00,1713122974.79,1713122974.79
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-30650.zip']",56.21,1713122918.58,1713122974.79
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-30650.zip']",57.73,1713122917.07,1713122974.80
"['initialize-parser', '0bac5035-a0f3-4c82-94bf-b1ad25603d5b']",0.00,1713122976.33,1713122976.33
"['parser-parse', 'b33c2659-6728-472f-ad93-3e7ed1a11311']",55.47,1713122921.34,1713122976.81
"['write-jsonl', 'b33c2659-6728-472f-ad93-3e7ed1a11311']",0.00,1713122976.81,1713122976.81
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-1546.zip']",55.47,1713122921.34,1713122976.81
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-1546.zip']",56.98,1713122919.84,1713122976.82
"['initialize-parser', 'dc6cf3de-1223-41c9-a12a-f829135b974a']",0.00,1713122978.34,1713122978.34
"['parser-parse', '2a46dfb6-da79-469f-a3b5-e17d48b68f68']",55.52,1713122921.78,1713122977.30
"['write-jsonl', '2a46dfb6-da79-469f-a3b5-e17d48b68f68']",0.00,1713122977.30,1713122977.30
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-30473.zip']",55.52,1713122921.78,1713122977.30
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-30473.zip']",57.03,1713122920.28,1713122977.31
"['initialize-parser', '38898f73-d738-414d-8ad1-3a35492557d4']",0.00,1713122978.81,1713122978.81
"['parser-parse', 'c0d97fa6-8f89-4c40-a995-6657c940def7']",56.01,1713122921.69,1713122977.70
"['write-jsonl', 'c0d97fa6-8f89-4c40-a995-6657c940def7']",0.00,1713122977.70,1713122977.70
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-21739.zip']",56.01,1713122921.69,1713122977.70
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-21739.zip']",57.52,1713122920.19,1713122977.71
"['initialize-parser', '6e204bbb-b467-4c7a-a296-5193252480d4']",0.00,1713122979.19,1713122979.19
"['parser-parse', '7d34074a-582f-425a-b2f1-840667883b6d']",56.40,1713122921.37,1713122977.77
"['write-jsonl', '7d34074a-582f-425a-b2f1-840667883b6d']",0.00,1713122977.77,1713122977.78
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-14674.zip']",56.41,1713122921.37,1713122977.78
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-14674.zip']",57.93,1713122919.86,1713122977.78
"['initialize-parser', '3e253057-ba7e-46bc-b9f0-fb4cdc3b68f1']",0.00,1713122979.26,1713122979.26
"['parser-parse', 'f41c52f6-225f-4325-a10a-7b2dfd28b524']",56.54,1713122921.61,1713122978.14
"['write-jsonl', 'f41c52f6-225f-4325-a10a-7b2dfd28b524']",0.00,1713122978.14,1713122978.15
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-6403.zip']",56.54,1713122921.61,1713122978.15
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-6403.zip']",58.09,1713122920.06,1713122978.15
"['initialize-parser', 'bc5a616b-b5f2-45f9-b892-a4319ea15176']",0.00,1713122979.68,1713122979.68
"['parser-parse', 'dc8e573a-8ec3-4fb5-a92a-5291194a3beb']",56.50,1713122922.22,1713122978.72
"['write-jsonl', 'dc8e573a-8ec3-4fb5-a92a-5291194a3beb']",0.00,1713122978.72,1713122978.72
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-28866.zip']",56.50,1713122922.22,1713122978.72
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-28866.zip']",58.07,1713122920.66,1713122978.73
"['initialize-parser', 'f12e6f96-5d01-4b21-a2b3-6cdf721509d7']",0.00,1713122980.28,1713122980.28
"['parser-parse', '450afe81-4abf-4673-9b78-6058e98678c7']",56.35,1713122923.22,1713122979.58
"['write-jsonl', '450afe81-4abf-4673-9b78-6058e98678c7']",0.00,1713122979.58,1713122979.58
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-35059.zip']",56.36,1713122923.22,1713122979.58
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-35059.zip']",57.90,1713122921.68,1713122979.58
"['initialize-parser', 'a6f120f5-71c5-4da9-b19d-3e61efd99100']",0.00,1713122981.14,1713122981.14
"['parser-parse', 'c9c80b5e-77b5-47c0-bd93-a986220d7753']",57.11,1713122923.00,1713122980.11
"['write-jsonl', 'c9c80b5e-77b5-47c0-bd93-a986220d7753']",0.00,1713122980.11,1713122980.12
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-3640.zip']",57.11,1713122923.00,1713122980.12
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-3640.zip']",58.63,1713122921.49,1713122980.12
"['initialize-parser', '922847b1-0277-4650-8a7b-a027ed44f3b6']",0.00,1713122981.65,1713122981.65
"['parser-parse', '2a672472-7482-4d33-b060-9c1537425db5']",56.47,1713122923.80,1713122980.27
"['write-jsonl', '2a672472-7482-4d33-b060-9c1537425db5']",0.00,1713122980.27,1713122980.27
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-2513.zip']",56.47,1713122923.80,1713122980.27
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-2513.zip']",58.00,1713122922.27,1713122980.27
"['initialize-parser', '0176ad65-8dce-4cb0-bb8c-c111873aea89']",0.00,1713122981.84,1713122981.84
"['parser-parse', 'a605955f-fd58-445d-8ec2-bc118d75830c']",56.97,1713122923.39,1713122980.36
"['write-jsonl', 'a605955f-fd58-445d-8ec2-bc118d75830c']",0.00,1713122980.36,1713122980.37
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-6267.zip']",56.97,1713122923.39,1713122980.37
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-6267.zip']",58.50,1713122921.87,1713122980.37
"['initialize-parser', 'ad1632b9-8b45-48e7-a008-033806d97ac9']",0.00,1713122981.90,1713122981.90
"['parser-parse', '18a80ead-4077-4b52-8309-7702cb3b7429']",56.85,1713122924.14,1713122981.00
"['write-jsonl', '18a80ead-4077-4b52-8309-7702cb3b7429']",0.00,1713122981.00,1713122981.00
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-19116.zip']",56.86,1713122924.14,1713122981.00
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-19116.zip']",58.38,1713122922.62,1713122981.01
"['initialize-parser', 'f9242aee-6fa6-4688-9b19-9d58164ad4bd']",0.00,1713122982.54,1713122982.54
"['parser-parse', '16e0a218-aca3-4d92-a6e6-060cd5efbe5d']",56.86,1713122924.47,1713122981.33
"['write-jsonl', '16e0a218-aca3-4d92-a6e6-060cd5efbe5d']",0.00,1713122981.33,1713122981.33
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-18416.zip']",56.87,1713122924.46,1713122981.33
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-18416.zip']",58.38,1713122922.96,1713122981.33
"['initialize-parser', '6b5c8747-9db6-427a-bed7-b947900f43c9']",0.00,1713122982.86,1713122982.86
"['parser-parse', 'da04d529-1a26-4ab0-9312-76702f5fc06e']",50.76,1713122940.98,1713122991.74
"['write-jsonl', 'da04d529-1a26-4ab0-9312-76702f5fc06e']",0.00,1713122991.74,1713122991.74
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-25510.zip']",50.76,1713122940.98,1713122991.74
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-25510.zip']",51.58,1713122940.16,1713122991.74
"['initialize-parser', 'b5dfa9b6-6220-4328-8bf3-6acfa83b79db']",0.00,1713122992.88,1713122992.88
"['parser-parse', 'c828702c-27c5-47e0-8258-fc6a424d90b4']",50.70,1713122941.14,1713122991.84
"['write-jsonl', 'c828702c-27c5-47e0-8258-fc6a424d90b4']",0.00,1713122991.84,1713122991.84
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-24332.zip']",50.70,1713122941.14,1713122991.84
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-24332.zip']",51.64,1713122940.20,1713122991.84
"['initialize-parser', '38d86f4c-84fb-47f1-9eed-c118dfc4ad39']",0.00,1713122992.96,1713122992.96
"['parser-parse', 'd403f9f9-959d-4f0a-a966-65a17507a240']",50.93,1713122940.93,1713122991.86
"['write-jsonl', 'd403f9f9-959d-4f0a-a966-65a17507a240']",0.00,1713122991.86,1713122991.86
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-34230.zip']",50.93,1713122940.93,1713122991.86
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-34230.zip']",51.70,1713122940.16,1713122991.86
"['initialize-parser', '941c03a5-d2f4-49a0-aa3f-d8a4bf80a1e4']",0.00,1713122993.24,1713122993.24
"['parser-parse', '841580b4-8877-4973-af0b-875e3278a065']",51.00,1713122941.36,1713122992.36
"['write-jsonl', '841580b4-8877-4973-af0b-875e3278a065']",0.00,1713122992.36,1713122992.36
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-32.zip']",51.00,1713122941.36,1713122992.36
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-32.zip']",52.16,1713122940.20,1713122992.36
"['initialize-parser', '6116ca7e-6c7d-4517-882f-50839f9b75be']",0.00,1713122993.91,1713122993.91
"['parser-parse', '334d8336-d9b2-435c-8a6b-3fe49358f085']",56.19,1713122940.90,1713122997.09
"['write-jsonl', '334d8336-d9b2-435c-8a6b-3fe49358f085']",0.00,1713122997.09,1713122997.09
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-11753.zip']",56.19,1713122940.90,1713122997.09
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-11753.zip']",56.93,1713122940.17,1713122997.09
"['initialize-parser', '143d487e-8a86-4e1f-9a44-06b779a140a4']",0.00,1713122998.62,1713122998.62
"['parser-parse', '13f93960-17bb-47f5-b333-49aca679436b']",56.25,1713122940.88,1713122997.13
"['write-jsonl', '13f93960-17bb-47f5-b333-49aca679436b']",0.00,1713122997.13,1713122997.13
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-37919.zip']",56.25,1713122940.88,1713122997.13
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-37919.zip']",56.95,1713122940.19,1713122997.13
"['initialize-parser', '6659353d-750d-4c52-8984-ab289b4020c7']",0.00,1713122998.64,1713122998.64
"['parser-parse', '2921d72d-c770-4ea3-8737-89d4d0b983ab']",56.29,1713122941.08,1713122997.37
"['write-jsonl', '2921d72d-c770-4ea3-8737-89d4d0b983ab']",0.00,1713122997.37,1713122997.38
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-27332.zip']",56.29,1713122941.08,1713122997.38
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-27332.zip']",57.21,1713122940.17,1713122997.38
"['initialize-parser', 'f0273be3-bd8f-40d9-a3bb-616b4cdffbed']",0.00,1713122998.92,1713122998.92
"['parser-parse', '718acd5c-fb74-4f86-aab6-848855eefb52']",56.59,1713122941.01,1713122997.59
"['write-jsonl', '718acd5c-fb74-4f86-aab6-848855eefb52']",0.00,1713122997.59,1713122997.60
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-17734.zip']",56.59,1713122941.01,1713122997.60
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-17734.zip']",57.41,1713122940.19,1713122997.60
"['initialize-parser', '7cc351a7-db9a-48d4-9b4e-e10310017a42']",0.00,1713122998.97,1713122998.97
"['parser-parse', 'e3756e3c-e01c-488b-8419-0f92e5588fc7']",56.53,1713122940.85,1713122997.38
"['write-jsonl', 'e3756e3c-e01c-488b-8419-0f92e5588fc7']",0.00,1713122997.38,1713122997.38
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-22654.zip']",56.53,1713122940.85,1713122997.38
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-22654.zip']",57.21,1713122940.17,1713122997.39
"['initialize-parser', 'f2847b17-0ffb-47ec-8a12-1abe2409a1d9']",0.00,1713122999.00,1713122999.00
"['parser-parse', '7a2b7220-b568-44dc-9592-745f025695c9']",56.51,1713122941.02,1713122997.53
"['write-jsonl', '7a2b7220-b568-44dc-9592-745f025695c9']",0.00,1713122997.53,1713122997.53
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-20869.zip']",56.51,1713122941.02,1713122997.53
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-20869.zip']",57.35,1713122940.19,1713122997.54
"['initialize-parser', '48638544-0e30-4475-9d6a-bbd2798b3993']",0.00,1713122999.02,1713122999.02
"['parser-parse', 'a7818799-bf89-44d5-96ef-5938ba9934d1']",56.65,1713122940.86,1713122997.50
"['write-jsonl', 'a7818799-bf89-44d5-96ef-5938ba9934d1']",0.01,1713122997.50,1713122997.51
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-3559.zip']",56.66,1713122940.86,1713122997.51
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-3559.zip']",57.33,1713122940.19,1713122997.51
"['initialize-parser', '13a8dc16-c06c-4872-b00b-3ddd10bf6877']",0.00,1713122999.02,1713122999.02
"['parser-parse', 'c5ad186c-151d-4348-bd2d-ac73b098334a']",56.54,1713122941.04,1713122997.58
"['write-jsonl', 'c5ad186c-151d-4348-bd2d-ac73b098334a']",0.00,1713122997.58,1713122997.58
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-13822.zip']",56.55,1713122941.04,1713122997.58
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-13822.zip']",57.41,1713122940.18,1713122997.59
"['initialize-parser', '9e227f62-6f5f-4cc9-a8c7-fc7c559d43f5']",0.00,1713122999.05,1713122999.05
"['parser-parse', '682dffd8-d0e8-4956-bff7-4e33b1b0975a']",56.66,1713122940.88,1713122997.54
"['write-jsonl', '682dffd8-d0e8-4956-bff7-4e33b1b0975a']",0.00,1713122997.54,1713122997.55
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-18535.zip']",56.67,1713122940.88,1713122997.55
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-18535.zip']",57.37,1713122940.18,1713122997.55
"['initialize-parser', '5f47e645-fef7-46fc-bea1-6d3f817105cb']",0.00,1713122999.05,1713122999.05
"['parser-parse', '8e65a235-49df-4fb7-8bf7-9421f1c733db']",56.62,1713122940.95,1713122997.57
"['write-jsonl', '8e65a235-49df-4fb7-8bf7-9421f1c733db']",0.00,1713122997.57,1713122997.57
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-27217.zip']",56.63,1713122940.95,1713122997.57
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-27217.zip']",57.40,1713122940.18,1713122997.57
"['initialize-parser', '155f5da2-8fbe-4d52-a7fe-5b85798e6f14']",0.00,1713122999.07,1713122999.07
"['parser-parse', '6cc1a5b0-3721-43db-b849-bf39122ab68a']",56.60,1713122940.97,1713122997.57
"['write-jsonl', '6cc1a5b0-3721-43db-b849-bf39122ab68a']",0.00,1713122997.57,1713122997.57
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-30442.zip']",56.60,1713122940.97,1713122997.57
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-30442.zip']",57.39,1713122940.18,1713122997.57
"['initialize-parser', 'a89b7386-54e5-4243-9dd1-f019104e097b']",0.00,1713122999.07,1713122999.07
"['parser-parse', '7f1ef556-cda8-4372-afda-666a8ebd5c8d']",56.53,1713122941.01,1713122997.54
"['write-jsonl', '7f1ef556-cda8-4372-afda-666a8ebd5c8d']",0.00,1713122997.54,1713122997.54
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-31070.zip']",56.53,1713122941.01,1713122997.54
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-31070.zip']",57.37,1713122940.18,1713122997.54
"['initialize-parser', '9e0fbc5d-37aa-4fc7-b3ff-61d44f2d98cb']",0.00,1713122999.11,1713122999.11
"['parser-parse', 'ca2570fb-cf10-430f-9232-f802ceae4269']",56.61,1713122941.04,1713122997.65
"['write-jsonl', 'ca2570fb-cf10-430f-9232-f802ceae4269']",0.00,1713122997.65,1713122997.65
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-12488.zip']",56.62,1713122941.04,1713122997.65
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-12488.zip']",57.48,1713122940.18,1713122997.66
"['initialize-parser', '4a639664-666c-4877-8093-ccb72829cd30']",0.00,1713122999.15,1713122999.15
"['parser-parse', '3bc92c38-a72b-43dc-9310-d2dc4ac78154']",56.85,1713122940.82,1713122997.67
"['write-jsonl', '3bc92c38-a72b-43dc-9310-d2dc4ac78154']",0.00,1713122997.67,1713122997.67
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-32770.zip']",56.85,1713122940.82,1713122997.67
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-32770.zip']",57.49,1713122940.18,1713122997.67
"['initialize-parser', '7f735138-7c45-452a-9c94-b70da506e7b1']",0.00,1713122999.16,1713122999.16
"['parser-parse', '902dc62a-6d66-4cb6-acb8-7a9c2ef515b2']",57.10,1713122940.92,1713122998.02
"['write-jsonl', '902dc62a-6d66-4cb6-acb8-7a9c2ef515b2']",0.00,1713122998.02,1713122998.02
