tags,elapsed_s,start_unix,end_unix
"['parser-parse', '9c8a8392-0dd6-456e-90be-d9b8e144dc78']",72.69,1713121820.67,1713121893.36
"['write-jsonl', '9c8a8392-0dd6-456e-90be-d9b8e144dc78']",0.00,1713121893.36,1713121893.36
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-12296.zip']",216.81,1713121676.55,1713121893.36
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-12296.zip']",217.87,1713121675.50,1713121893.36
"['initialize-parser', '042db4af-21fb-4183-bf6a-d62b51b9da79']",0.00,1713121894.29,1713121894.29
"['parser-parse', 'b08e83e6-0254-4e20-b8b0-ef65070206f6']",72.70,1713121820.67,1713121893.36
"['write-jsonl', 'b08e83e6-0254-4e20-b8b0-ef65070206f6']",0.00,1713121893.36,1713121893.37
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16783.zip']",216.82,1713121676.54,1713121893.37
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16783.zip']",217.85,1713121675.52,1713121893.37
"['initialize-parser', 'eda13258-884e-4820-bb44-1f838daff1d1']",0.00,1713121894.34,1713121894.34
"['parser-parse', '9cfc25f9-3a00-4e90-b4a3-e80c254090e5']",72.72,1713121820.67,1713121893.39
"['write-jsonl', '9cfc25f9-3a00-4e90-b4a3-e80c254090e5']",0.00,1713121893.39,1713121893.39
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16628.zip']",217.06,1713121676.33,1713121893.39
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16628.zip']",217.87,1713121675.52,1713121893.40
"['initialize-parser', '813d592c-e03a-4aa8-91b9-c81d7b210dbb']",0.00,1713121894.35,1713121894.35
"['parser-parse', '47982988-ecdc-4573-a98c-96b9431ee210']",72.73,1713121820.67,1713121893.39
"['write-jsonl', '47982988-ecdc-4573-a98c-96b9431ee210']",0.00,1713121893.39,1713121893.40
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-1045.zip']",216.93,1713121676.47,1713121893.40
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-1045.zip']",217.90,1713121675.50,1713121893.40
"['initialize-parser', 'a7585a8f-0ebd-4a10-a346-183ba7f11732']",0.00,1713121894.37,1713121894.37
"['parser-parse', '32c44aea-13ef-4199-ad3c-767c3a4aa4d8']",72.73,1713121820.67,1713121893.40
"['write-jsonl', '32c44aea-13ef-4199-ad3c-767c3a4aa4d8']",0.00,1713121893.40,1713121893.40
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-3667.zip']",217.13,1713121676.27,1713121893.40
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-3667.zip']",217.91,1713121675.50,1713121893.40
"['initialize-parser', '829161a0-ee9c-4ed8-a490-6e423e199b7b']",0.00,1713121894.51,1713121894.51
"['parser-parse', '194db21a-d9bd-48fa-b986-210295eaa9ad']",72.71,1713121820.67,1713121893.38
"['write-jsonl', '194db21a-d9bd-48fa-b986-210295eaa9ad']",0.00,1713121893.38,1713121893.38
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-14636.zip']",217.08,1713121676.30,1713121893.38
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-14636.zip']",217.86,1713121675.52,1713121893.38
"['initialize-parser', 'abbd1e0a-f4e8-4f59-858f-2d90e08da9bc']",0.00,1713121894.66,1713121894.66
"['parser-parse', 'eda13258-884e-4820-bb44-1f838daff1d1']",56.29,1713121894.34,1713121950.63
"['write-jsonl', 'eda13258-884e-4820-bb44-1f838daff1d1']",0.00,1713121950.63,1713121950.63
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16846.zip']",56.29,1713121894.34,1713121950.63
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16846.zip']",57.25,1713121893.38,1713121950.63
"['initialize-parser', '0fceb49e-452d-4d40-9e44-d4eb3adbfa62']",0.00,1713121952.19,1713121952.19
"['parser-parse', '90046484-9f34-45d0-b6f1-27af96aaea10']",56.78,1713121894.18,1713121950.96
"['write-jsonl', '90046484-9f34-45d0-b6f1-27af96aaea10']",0.00,1713121950.96,1713121950.96
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-36603.zip']",56.78,1713121894.18,1713121950.96
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-36603.zip']",57.58,1713121893.38,1713121950.96
"['initialize-parser', '39cbff4e-d502-4865-9483-6cbc68536faf']",0.00,1713121952.54,1713121952.54
"['parser-parse', 'cca8f1a9-778c-4736-ae7a-40fdec4b4ee3']",57.10,1713121894.02,1713121951.12
"['write-jsonl', 'cca8f1a9-778c-4736-ae7a-40fdec4b4ee3']",0.00,1713121951.12,1713121951.13
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-40165.zip']",57.10,1713121894.02,1713121951.13
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-40165.zip']",57.76,1713121893.37,1713121951.13
"['initialize-parser', 'f528c6b0-6052-47aa-b6fc-202d75ad925e']",0.00,1713121952.66,1713121952.66
"['parser-parse', '042db4af-21fb-4183-bf6a-d62b51b9da79']",57.34,1713121894.29,1713121951.63
"['write-jsonl', '042db4af-21fb-4183-bf6a-d62b51b9da79']",0.00,1713121951.63,1713121951.63
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10391.zip']",57.34,1713121894.29,1713121951.63
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10391.zip']",58.25,1713121893.38,1713121951.63
"['initialize-parser', 'e6bf02ae-67a1-4c23-a070-5d0b328b254a']",0.00,1713121953.16,1713121953.16
"['parser-parse', '829161a0-ee9c-4ed8-a490-6e423e199b7b']",57.37,1713121894.51,1713121951.88
"['write-jsonl', '829161a0-ee9c-4ed8-a490-6e423e199b7b']",0.00,1713121951.88,1713121951.88
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-36164.zip']",57.37,1713121894.51,1713121951.88
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-36164.zip']",58.47,1713121893.42,1713121951.89
"['initialize-parser', 'da0dad80-7038-48da-a8ad-c4efc2fcdafa']",0.00,1713121953.48,1713121953.48
"['parser-parse', 'abbd1e0a-f4e8-4f59-858f-2d90e08da9bc']",57.94,1713121894.66,1713121952.60
"['write-jsonl', 'abbd1e0a-f4e8-4f59-858f-2d90e08da9bc']",0.00,1713121952.60,1713121952.60
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-20632.zip']",57.94,1713121894.66,1713121952.60
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-20632.zip']",59.21,1713121893.40,1713121952.61
"['initialize-parser', 'acc51bbd-cecb-4cc7-a6c9-990c8f5af5e7']",0.00,1713121954.16,1713121954.16
"['parser-parse', 'a7585a8f-0ebd-4a10-a346-183ba7f11732']",58.34,1713121894.37,1713121952.71
"['write-jsonl', 'a7585a8f-0ebd-4a10-a346-183ba7f11732']",0.00,1713121952.71,1713121952.72
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-14814.zip']",58.34,1713121894.37,1713121952.72
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-14814.zip']",59.30,1713121893.42,1713121952.72
"['initialize-parser', 'b73f0e5b-9204-43ed-a980-a530cfded28b']",0.00,1713121954.28,1713121954.28
"['parser-parse', '813d592c-e03a-4aa8-91b9-c81d7b210dbb']",58.61,1713121894.35,1713121952.96
"['write-jsonl', '813d592c-e03a-4aa8-91b9-c81d7b210dbb']",0.00,1713121952.96,1713121952.96
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-11876.zip']",58.61,1713121894.35,1713121952.96
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-11876.zip']",59.56,1713121893.40,1713121952.96
"['initialize-parser', '7619af04-5665-46b5-a682-9e1696c9221d']",0.00,1713121954.50,1713121954.50
"['parser-parse', '0fceb49e-452d-4d40-9e44-d4eb3adbfa62']",55.57,1713121952.19,1713122007.76
"['write-jsonl', '0fceb49e-452d-4d40-9e44-d4eb3adbfa62']",0.00,1713122007.76,1713122007.76
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-39284.zip']",55.57,1713121952.19,1713122007.76
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-39284.zip']",57.12,1713121950.64,1713122007.77
"['initialize-parser', 'ce56bd23-4c2e-4ff9-9d67-f16163731a03']",0.00,1713122009.35,1713122009.35
"['parser-parse', 'f528c6b0-6052-47aa-b6fc-202d75ad925e']",55.95,1713121952.66,1713122008.61
"['write-jsonl', 'f528c6b0-6052-47aa-b6fc-202d75ad925e']",0.00,1713122008.61,1713122008.61
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-21503.zip']",55.95,1713121952.66,1713122008.61
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-21503.zip']",57.47,1713121951.14,1713122008.61
"['initialize-parser', '8f9b3777-082e-460e-b929-027a834435a0']",0.00,1713122010.15,1713122010.15
"['parser-parse', '39cbff4e-d502-4865-9483-6cbc68536faf']",56.68,1713121952.54,1713122009.22
"['write-jsonl', '39cbff4e-d502-4865-9483-6cbc68536faf']",0.00,1713122009.22,1713122009.23
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-26287.zip']",56.68,1713121952.54,1713122009.23
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-26287.zip']",58.26,1713121950.97,1713122009.23
"['initialize-parser', '251d231b-8db7-4c97-964a-5478a95c1628']",0.00,1713122010.78,1713122010.78
"['parser-parse', 'e6bf02ae-67a1-4c23-a070-5d0b328b254a']",56.45,1713121953.16,1713122009.62
"['write-jsonl', 'e6bf02ae-67a1-4c23-a070-5d0b328b254a']",0.00,1713122009.62,1713122009.62
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-19103.zip']",56.45,1713121953.16,1713122009.62
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-19103.zip']",57.98,1713121951.64,1713122009.62
"['initialize-parser', '3c5ae00b-66dc-4cc9-ab09-981c539bd491']",0.00,1713122011.15,1713122011.15
"['parser-parse', 'acc51bbd-cecb-4cc7-a6c9-990c8f5af5e7']",56.85,1713121954.16,1713122011.01
"['write-jsonl', 'acc51bbd-cecb-4cc7-a6c9-990c8f5af5e7']",0.00,1713122011.01,1713122011.01
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-13893.zip']",56.85,1713121954.16,1713122011.01
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-13893.zip']",58.39,1713121952.62,1713122011.01
"['initialize-parser', '63e3957a-4d01-4fc0-b7fb-2f49202795d2']",0.00,1713122012.56,1713122012.56
"['parser-parse', '7619af04-5665-46b5-a682-9e1696c9221d']",57.09,1713121954.50,1713122011.59
"['write-jsonl', '7619af04-5665-46b5-a682-9e1696c9221d']",0.00,1713122011.59,1713122011.59
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-9067.zip']",57.10,1713121954.50,1713122011.59
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-9067.zip']",58.62,1713121952.97,1713122011.60
"['initialize-parser', '26a02a27-4194-465a-bfb7-c863cb09846a']",0.00,1713122013.13,1713122013.13
"['parser-parse', 'da0dad80-7038-48da-a8ad-c4efc2fcdafa']",58.15,1713121953.48,1713122011.63
"['write-jsonl', 'da0dad80-7038-48da-a8ad-c4efc2fcdafa']",0.00,1713122011.63,1713122011.63
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-32229.zip']",58.15,1713121953.48,1713122011.63
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-32229.zip']",59.73,1713121951.90,1713122011.63
"['initialize-parser', '43f60bca-5170-496d-9bba-7b278bee6850']",0.00,1713122013.18,1713122013.18
"['parser-parse', 'b73f0e5b-9204-43ed-a980-a530cfded28b']",57.37,1713121954.28,1713122011.65
"['write-jsonl', 'b73f0e5b-9204-43ed-a980-a530cfded28b']",0.00,1713122011.65,1713122011.65
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16287.zip']",57.37,1713121954.28,1713122011.65
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16287.zip']",58.92,1713121952.73,1713122011.65
"['initialize-parser', 'fa2176eb-f021-4bfb-b948-835b6f5db7ae']",0.00,1713122013.19,1713122013.19
"['parser-parse', 'ce56bd23-4c2e-4ff9-9d67-f16163731a03']",56.18,1713122009.35,1713122065.53
"['write-jsonl', 'ce56bd23-4c2e-4ff9-9d67-f16163731a03']",0.00,1713122065.53,1713122065.53
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16566.zip']",56.19,1713122009.35,1713122065.53
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16566.zip']",57.77,1713122007.77,1713122065.54
"['initialize-parser', 'f3d2201f-7896-42fd-9d67-ae9ae10941ce']",0.00,1713122067.07,1713122067.07
"['parser-parse', '8f9b3777-082e-460e-b929-027a834435a0']",55.64,1713122010.15,1713122065.79
"['write-jsonl', '8f9b3777-082e-460e-b929-027a834435a0']",0.00,1713122065.79,1713122065.79
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-33601.zip']",55.64,1713122010.15,1713122065.79
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-33601.zip']",57.17,1713122008.62,1713122065.79
"['initialize-parser', '9fae2f93-0354-48d3-8241-3a5426622e0e']",0.00,1713122067.32,1713122067.32
"['parser-parse', '251d231b-8db7-4c97-964a-5478a95c1628']",56.18,1713122010.78,1713122066.96
"['write-jsonl', '251d231b-8db7-4c97-964a-5478a95c1628']",0.00,1713122066.96,1713122066.96
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-17150.zip']",56.18,1713122010.78,1713122066.96
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-17150.zip']",57.72,1713122009.24,1713122066.96
"['initialize-parser', '3c2a6483-e14f-4869-a221-b326ed346d1c']",0.00,1713122068.49,1713122068.49
"['parser-parse', '3c5ae00b-66dc-4cc9-ab09-981c539bd491']",56.18,1713122011.15,1713122067.33
"['write-jsonl', '3c5ae00b-66dc-4cc9-ab09-981c539bd491']",0.00,1713122067.33,1713122067.33
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-2843.zip']",56.18,1713122011.15,1713122067.33
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-2843.zip']",57.70,1713122009.63,1713122067.33
"['initialize-parser', '340464d7-1be5-4b9e-ad43-071b9b4eba86']",0.00,1713122068.86,1713122068.86
"['parser-parse', '63e3957a-4d01-4fc0-b7fb-2f49202795d2']",56.53,1713122012.56,1713122069.09
"['write-jsonl', '63e3957a-4d01-4fc0-b7fb-2f49202795d2']",0.00,1713122069.09,1713122069.10
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-435.zip']",56.53,1713122012.56,1713122069.10
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-435.zip']",58.08,1713122011.02,1713122069.10
"['initialize-parser', 'f9f5056b-5fae-49ff-8c25-8722ab4ddc4a']",0.00,1713122070.64,1713122070.64
"['parser-parse', '26a02a27-4194-465a-bfb7-c863cb09846a']",56.52,1713122013.13,1713122069.65
"['write-jsonl', '26a02a27-4194-465a-bfb7-c863cb09846a']",0.00,1713122069.65,1713122069.65
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-12843.zip']",56.53,1713122013.13,1713122069.65
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-12843.zip']",58.05,1713122011.61,1713122069.66
"['initialize-parser', '66511b1b-d3ef-4312-975a-16f7e4becdb0']",0.00,1713122071.18,1713122071.18
"['parser-parse', 'fa2176eb-f021-4bfb-b948-835b6f5db7ae']",57.53,1713122013.19,1713122070.72
"['write-jsonl', 'fa2176eb-f021-4bfb-b948-835b6f5db7ae']",0.00,1713122070.72,1713122070.72
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-20577.zip']",57.54,1713122013.19,1713122070.72
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-20577.zip']",59.06,1713122011.66,1713122070.73
"['initialize-parser', '894f7a58-8162-43ed-9a18-574f83b1c28f']",0.00,1713122072.28,1713122072.28
"['parser-parse', '43f60bca-5170-496d-9bba-7b278bee6850']",57.55,1713122013.18,1713122070.72
"['write-jsonl', '43f60bca-5170-496d-9bba-7b278bee6850']",0.00,1713122070.72,1713122070.73
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-35552.zip']",57.55,1713122013.18,1713122070.73
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-35552.zip']",59.09,1713122011.64,1713122070.73
"['initialize-parser', '5bc71f3c-b650-4086-ad99-a9713d0ff811']",0.00,1713122072.29,1713122072.29
"['parser-parse', 'f3d2201f-7896-42fd-9d67-ae9ae10941ce']",56.06,1713122067.07,1713122123.13
"['write-jsonl', 'f3d2201f-7896-42fd-9d67-ae9ae10941ce']",0.00,1713122123.13,1713122123.13
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-9488.zip']",56.06,1713122067.07,1713122123.13
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-9488.zip']",57.59,1713122065.55,1713122123.13
"['initialize-parser', 'd3327293-20d1-4c93-8d06-603f3ddce572']",0.00,1713122124.62,1713122124.62
"['parser-parse', '9fae2f93-0354-48d3-8241-3a5426622e0e']",55.95,1713122067.32,1713122123.27
"['write-jsonl', '9fae2f93-0354-48d3-8241-3a5426622e0e']",0.00,1713122123.27,1713122123.27
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16332.zip']",55.95,1713122067.32,1713122123.27
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16332.zip']",57.47,1713122065.81,1713122123.28
"['initialize-parser', 'bba1437b-6cad-4700-9f72-7af903ed93e3']",0.00,1713122124.79,1713122124.79
"['parser-parse', '3c2a6483-e14f-4869-a221-b326ed346d1c']",55.73,1713122068.49,1713122124.22
"['write-jsonl', '3c2a6483-e14f-4869-a221-b326ed346d1c']",0.00,1713122124.22,1713122124.22
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-34457.zip']",55.73,1713122068.49,1713122124.22
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-34457.zip']",57.25,1713122066.97,1713122124.22
"['initialize-parser', '4c4cb76e-ecf0-4d81-a97d-1b16c86e66ff']",0.00,1713122125.76,1713122125.76
"['parser-parse', '340464d7-1be5-4b9e-ad43-071b9b4eba86']",55.97,1713122068.86,1713122124.83
"['write-jsonl', '340464d7-1be5-4b9e-ad43-071b9b4eba86']",0.01,1713122124.83,1713122124.84
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10339.zip']",55.98,1713122068.86,1713122124.84
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10339.zip']",57.50,1713122067.34,1713122124.84
"['initialize-parser', 'df248b1f-24d8-4b52-9e84-c9a4cbeea7f4']",0.00,1713122126.38,1713122126.38
"['parser-parse', 'f9f5056b-5fae-49ff-8c25-8722ab4ddc4a']",56.73,1713122070.64,1713122127.37
"['write-jsonl', 'f9f5056b-5fae-49ff-8c25-8722ab4ddc4a']",0.00,1713122127.37,1713122127.37
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-38986.zip']",56.74,1713122070.64,1713122127.37
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-38986.zip']",58.26,1713122069.11,1713122127.38
"['initialize-parser', '3251c15e-37a9-4c69-b1df-c3b8215b7688']",0.00,1713122128.92,1713122128.92
"['parser-parse', '66511b1b-d3ef-4312-975a-16f7e4becdb0']",56.87,1713122071.18,1713122128.05
"['write-jsonl', '66511b1b-d3ef-4312-975a-16f7e4becdb0']",0.00,1713122128.05,1713122128.05
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-25361.zip']",56.87,1713122071.18,1713122128.05
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-25361.zip']",58.39,1713122069.67,1713122128.06
"['initialize-parser', '8d2c2a87-15fd-4bff-abdf-7220bec808d1']",0.00,1713122129.61,1713122129.61
"['parser-parse', '5bc71f3c-b650-4086-ad99-a9713d0ff811']",57.14,1713122072.29,1713122129.43
"['write-jsonl', '5bc71f3c-b650-4086-ad99-a9713d0ff811']",0.00,1713122129.43,1713122129.43
