tags,elapsed_s,start_unix,end_unix
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-25828.zip']",57.14,1713122072.29,1713122129.43
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-25828.zip']",58.69,1713122070.74,1713122129.43
"['initialize-parser', '15841aa5-d53e-4271-b0de-4e48a45c1e8a']",0.00,1713122130.96,1713122130.96
"['parser-parse', '894f7a58-8162-43ed-9a18-574f83b1c28f']",57.25,1713122072.28,1713122129.53
"['write-jsonl', '894f7a58-8162-43ed-9a18-574f83b1c28f']",0.00,1713122129.53,1713122129.53
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-22760.zip']",57.26,1713122072.28,1713122129.53
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-22760.zip']",58.79,1713122070.74,1713122129.53
"['initialize-parser', '11d454a3-9d90-48e2-9016-dcd34516335b']",0.00,1713122131.06,1713122131.06
"['parser-parse', 'd3327293-20d1-4c93-8d06-603f3ddce572']",56.43,1713122124.62,1713122181.05
"['write-jsonl', 'd3327293-20d1-4c93-8d06-603f3ddce572']",0.00,1713122181.05,1713122181.05
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-15797.zip']",56.43,1713122124.62,1713122181.05
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-15797.zip']",57.92,1713122123.14,1713122181.05
"['initialize-parser', '3200e4be-3810-4887-8527-e28bf9c94a81']",0.00,1713122182.61,1713122182.61
"['parser-parse', 'bba1437b-6cad-4700-9f72-7af903ed93e3']",56.29,1713122124.79,1713122181.08
"['write-jsonl', 'bba1437b-6cad-4700-9f72-7af903ed93e3']",0.01,1713122181.08,1713122181.09
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-34889.zip']",56.30,1713122124.79,1713122181.09
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-34889.zip']",57.80,1713122123.29,1713122181.09
"['initialize-parser', 'a49bfab6-4306-4b01-8422-1a780ffac642']",0.00,1713122182.62,1713122182.62
"['parser-parse', '4c4cb76e-ecf0-4d81-a97d-1b16c86e66ff']",55.96,1713122125.76,1713122181.72
"['write-jsonl', '4c4cb76e-ecf0-4d81-a97d-1b16c86e66ff']",0.00,1713122181.72,1713122181.73
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-30064.zip']",55.97,1713122125.76,1713122181.73
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-30064.zip']",57.49,1713122124.24,1713122181.73
"['initialize-parser', '950e86eb-3c8f-4f8f-8a5e-853d3f9f5529']",0.00,1713122183.28,1713122183.28
"['parser-parse', 'df248b1f-24d8-4b52-9e84-c9a4cbeea7f4']",56.00,1713122126.38,1713122182.38
"['write-jsonl', 'df248b1f-24d8-4b52-9e84-c9a4cbeea7f4']",0.00,1713122182.38,1713122182.38
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-4895.zip']",56.00,1713122126.38,1713122182.38
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-4895.zip']",57.53,1713122124.85,1713122182.39
"['initialize-parser', '30dd4b83-9e7a-4354-ad18-2afdb39dbe09']",0.00,1713122183.92,1713122183.92
"['parser-parse', '3251c15e-37a9-4c69-b1df-c3b8215b7688']",56.23,1713122128.92,1713122185.16
"['write-jsonl', '3251c15e-37a9-4c69-b1df-c3b8215b7688']",0.00,1713122185.16,1713122185.16
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-33379.zip']",56.24,1713122128.92,1713122185.16
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-33379.zip']",57.77,1713122127.39,1713122185.16
"['initialize-parser', '1da11fa1-2917-47b8-8c18-69d2404aa275']",0.00,1713122186.75,1713122186.75
"['parser-parse', '8d2c2a87-15fd-4bff-abdf-7220bec808d1']",56.40,1713122129.61,1713122186.01
"['write-jsonl', '8d2c2a87-15fd-4bff-abdf-7220bec808d1']",0.00,1713122186.01,1713122186.01
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-30759.zip']",56.41,1713122129.60,1713122186.01
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-30759.zip']",57.95,1713122128.07,1713122186.01
"['initialize-parser', 'b7def504-0c0a-4272-9b62-25e0ee47bd56']",0.00,1713122187.54,1713122187.54
"['parser-parse', '15841aa5-d53e-4271-b0de-4e48a45c1e8a']",57.28,1713122130.96,1713122188.24
"['write-jsonl', '15841aa5-d53e-4271-b0de-4e48a45c1e8a']",0.00,1713122188.24,1713122188.24
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-9425.zip']",57.28,1713122130.96,1713122188.24
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-9425.zip']",58.80,1713122129.44,1713122188.24
"['initialize-parser', '80691345-0743-4358-aec0-5393fe237bf3']",0.00,1713122189.78,1713122189.78
"['parser-parse', '11d454a3-9d90-48e2-9016-dcd34516335b']",57.29,1713122131.06,1713122188.35
"['write-jsonl', '11d454a3-9d90-48e2-9016-dcd34516335b']",0.00,1713122188.35,1713122188.35
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-30579.zip']",57.29,1713122131.06,1713122188.35
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-30579.zip']",58.81,1713122129.55,1713122188.35
"['initialize-parser', '80968e8a-bc4d-42e1-9397-af48f07c0245']",0.00,1713122189.89,1713122189.89
"['parser-parse', 'a49bfab6-4306-4b01-8422-1a780ffac642']",55.55,1713122182.62,1713122238.17
"['write-jsonl', 'a49bfab6-4306-4b01-8422-1a780ffac642']",0.00,1713122238.17,1713122238.17
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-36873.zip']",55.56,1713122182.62,1713122238.17
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-36873.zip']",57.07,1713122181.10,1713122238.18
"['initialize-parser', '5d624915-cf27-4d17-9c25-224adf89cfa3']",0.00,1713122239.70,1713122239.71
"['parser-parse', '3200e4be-3810-4887-8527-e28bf9c94a81']",56.17,1713122182.61,1713122238.78
"['write-jsonl', '3200e4be-3810-4887-8527-e28bf9c94a81']",0.02,1713122238.78,1713122238.79
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-36358.zip']",56.18,1713122182.61,1713122238.79
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-36358.zip']",57.73,1713122181.07,1713122238.80
"['initialize-parser', 'c598c231-8393-4d51-bb92-9ef4a701be0e']",0.00,1713122240.33,1713122240.33
"['parser-parse', '950e86eb-3c8f-4f8f-8a5e-853d3f9f5529']",55.84,1713122183.28,1713122239.12
"['write-jsonl', '950e86eb-3c8f-4f8f-8a5e-853d3f9f5529']",0.00,1713122239.12,1713122239.12
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-14430.zip']",55.84,1713122183.28,1713122239.12
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-14430.zip']",57.39,1713122181.74,1713122239.13
"['initialize-parser', 'c0957837-1335-4ac6-b343-63da19e7328a']",0.00,1713122240.68,1713122240.68
"['parser-parse', '30dd4b83-9e7a-4354-ad18-2afdb39dbe09']",55.97,1713122183.92,1713122239.89
"['write-jsonl', '30dd4b83-9e7a-4354-ad18-2afdb39dbe09']",0.00,1713122239.89,1713122239.89
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-5989.zip']",55.97,1713122183.92,1713122239.89
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-5989.zip']",57.49,1713122182.40,1713122239.89
"['initialize-parser', '74618f86-d5fe-4788-b07d-2962f9f51ea0']",0.00,1713122241.43,1713122241.43
"['parser-parse', '1da11fa1-2917-47b8-8c18-69d2404aa275']",56.22,1713122186.75,1713122242.97
"['write-jsonl', '1da11fa1-2917-47b8-8c18-69d2404aa275']",0.00,1713122242.97,1713122242.98
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-27222.zip']",56.23,1713122186.75,1713122242.98
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-27222.zip']",57.80,1713122185.17,1713122242.98
"['initialize-parser', '2fdbd0cb-fef4-41ec-b94a-e52bc4624f8c']",0.00,1713122244.54,1713122244.54
"['parser-parse', 'b7def504-0c0a-4272-9b62-25e0ee47bd56']",56.10,1713122187.54,1713122243.64
"['write-jsonl', 'b7def504-0c0a-4272-9b62-25e0ee47bd56']",0.00,1713122243.64,1713122243.64
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-32648.zip']",56.10,1713122187.54,1713122243.64
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-32648.zip']",57.62,1713122186.03,1713122243.65
"['initialize-parser', '1876594e-3b84-4644-a2a2-f093cdb5cc0e']",0.00,1713122245.17,1713122245.17
"['parser-parse', '80691345-0743-4358-aec0-5393fe237bf3']",57.30,1713122189.78,1713122247.08
"['write-jsonl', '80691345-0743-4358-aec0-5393fe237bf3']",0.00,1713122247.08,1713122247.09
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-5656.zip']",57.30,1713122189.78,1713122247.09
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-5656.zip']",58.83,1713122188.26,1713122247.09
"['initialize-parser', 'f9bb6555-33f2-4a1a-abf2-27756d2d988d']",0.00,1713122248.61,1713122248.61
"['parser-parse', '80968e8a-bc4d-42e1-9397-af48f07c0245']",57.19,1713122189.89,1713122247.09
"['write-jsonl', '80968e8a-bc4d-42e1-9397-af48f07c0245']",0.00,1713122247.09,1713122247.09
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-12689.zip']",57.19,1713122189.89,1713122247.09
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-12689.zip']",58.72,1713122188.37,1713122247.09
"['initialize-parser', 'd1d41b24-4dab-4a20-a6b8-c4d7095c7b31']",0.00,1713122248.67,1713122248.67
"['parser-parse', '5d624915-cf27-4d17-9c25-224adf89cfa3']",56.46,1713122239.71,1713122296.17
"['write-jsonl', '5d624915-cf27-4d17-9c25-224adf89cfa3']",0.00,1713122296.17,1713122296.17
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-24879.zip']",56.47,1713122239.70,1713122296.17
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-24879.zip']",57.98,1713122238.19,1713122296.17
"['initialize-parser', '74ea411d-73e6-419f-a6a9-3b6660a2098d']",0.00,1713122297.65,1713122297.65
"['parser-parse', 'c598c231-8393-4d51-bb92-9ef4a701be0e']",55.93,1713122240.33,1713122296.26
"['write-jsonl', 'c598c231-8393-4d51-bb92-9ef4a701be0e']",0.00,1713122296.26,1713122296.27
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-12339.zip']",55.94,1713122240.33,1713122296.27
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-12339.zip']",57.46,1713122238.81,1713122296.27
"['initialize-parser', '659ad836-c34b-4fd7-aa16-5fd4bc38757e']",0.00,1713122297.79,1713122297.79
"['parser-parse', 'c0957837-1335-4ac6-b343-63da19e7328a']",56.49,1713122240.68,1713122297.17
"['write-jsonl', 'c0957837-1335-4ac6-b343-63da19e7328a']",0.00,1713122297.17,1713122297.17
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-14848.zip']",56.49,1713122240.68,1713122297.17
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-14848.zip']",58.04,1713122239.14,1713122297.17
"['initialize-parser', 'be876da3-7f1c-4ac9-b38e-0e3a67aa87c0']",0.00,1713122298.67,1713122298.67
"['parser-parse', '74618f86-d5fe-4788-b07d-2962f9f51ea0']",55.83,1713122241.43,1713122297.26
"['write-jsonl', '74618f86-d5fe-4788-b07d-2962f9f51ea0']",0.00,1713122297.26,1713122297.26
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-9366.zip']",55.83,1713122241.43,1713122297.26
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-9366.zip']",57.36,1713122239.91,1713122297.26
"['initialize-parser', '60fce5ab-af65-4dc7-b6b0-886e2ce51e5c']",0.00,1713122298.77,1713122298.77
"['parser-parse', '2fdbd0cb-fef4-41ec-b94a-e52bc4624f8c']",56.30,1713122244.54,1713122300.84
"['write-jsonl', '2fdbd0cb-fef4-41ec-b94a-e52bc4624f8c']",0.00,1713122300.84,1713122300.85
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-20516.zip']",56.31,1713122244.54,1713122300.85
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-20516.zip']",57.86,1713122242.99,1713122300.85
"['initialize-parser', '48fbd855-82f8-44cd-afa6-d543324abdca']",0.00,1713122302.41,1713122302.41
"['parser-parse', '1876594e-3b84-4644-a2a2-f093cdb5cc0e']",56.38,1713122245.17,1713122301.55
"['write-jsonl', '1876594e-3b84-4644-a2a2-f093cdb5cc0e']",0.00,1713122301.55,1713122301.55
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10882.zip']",56.38,1713122245.17,1713122301.55
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10882.zip']",57.90,1713122243.66,1713122301.56
"['initialize-parser', '18c55ce3-5da4-4d43-b77b-a3a845f00a72']",0.00,1713122303.09,1713122303.09
"['parser-parse', 'd1d41b24-4dab-4a20-a6b8-c4d7095c7b31']",57.02,1713122248.67,1713122305.69
"['write-jsonl', 'd1d41b24-4dab-4a20-a6b8-c4d7095c7b31']",0.00,1713122305.69,1713122305.69
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-2924.zip']",57.03,1713122248.67,1713122305.69
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-2924.zip']",58.61,1713122247.09,1713122305.70
"['initialize-parser', '3909e315-510c-4295-90bd-e96a3ac30f79']",0.00,1713122307.23,1713122307.23
"['parser-parse', 'f9bb6555-33f2-4a1a-abf2-27756d2d988d']",57.42,1713122248.61,1713122306.03
"['write-jsonl', 'f9bb6555-33f2-4a1a-abf2-27756d2d988d']",0.00,1713122306.03,1713122306.03
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-23823.zip']",57.42,1713122248.61,1713122306.03
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-23823.zip']",58.94,1713122247.09,1713122306.03
"['initialize-parser', '613086ca-9d03-4907-90f3-99f43b94a9c5']",0.00,1713122307.56,1713122307.56
"['parser-parse', '659ad836-c34b-4fd7-aa16-5fd4bc38757e']",56.07,1713122297.79,1713122353.86
"['write-jsonl', '659ad836-c34b-4fd7-aa16-5fd4bc38757e']",0.00,1713122353.86,1713122353.86
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-3333.zip']",56.08,1713122297.79,1713122353.86
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-3333.zip']",57.58,1713122296.28,1713122353.86
"['initialize-parser', 'bcd80a61-0a8f-4a4c-b16b-5a49f758d0a3']",0.00,1713122355.34,1713122355.34
"['parser-parse', '74ea411d-73e6-419f-a6a9-3b6660a2098d']",56.29,1713122297.65,1713122353.94
"['write-jsonl', '74ea411d-73e6-419f-a6a9-3b6660a2098d']",0.00,1713122353.94,1713122353.94
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-2078.zip']",56.29,1713122297.65,1713122353.94
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-2078.zip']",57.76,1713122296.19,1713122353.94
"['initialize-parser', '44b2c91e-f0c8-4531-97f3-8775e86dc125']",0.00,1713122355.44,1713122355.44
"['parser-parse', 'be876da3-7f1c-4ac9-b38e-0e3a67aa87c0']",56.19,1713122298.67,1713122354.86
"['write-jsonl', 'be876da3-7f1c-4ac9-b38e-0e3a67aa87c0']",0.00,1713122354.86,1713122354.86
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-13867.zip']",56.19,1713122298.67,1713122354.86
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-13867.zip']",57.68,1713122297.19,1713122354.87
"['initialize-parser', '03c7dffd-bdc4-4186-aeda-96907cf3da7a']",0.00,1713122356.37,1713122356.37
"['parser-parse', '60fce5ab-af65-4dc7-b6b0-886e2ce51e5c']",56.28,1713122298.77,1713122355.05
"['write-jsonl', '60fce5ab-af65-4dc7-b6b0-886e2ce51e5c']",0.00,1713122355.05,1713122355.05
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-18944.zip']",56.28,1713122298.77,1713122355.05
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-18944.zip']",57.78,1713122297.27,1713122355.05
"['initialize-parser', '050e1b06-5436-4edd-b796-71d5bc91ef0d']",0.00,1713122356.57,1713122356.57
"['parser-parse', '48fbd855-82f8-44cd-afa6-d543324abdca']",56.25,1713122302.41,1713122358.66
"['write-jsonl', '48fbd855-82f8-44cd-afa6-d543324abdca']",0.00,1713122358.66,1713122358.67
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10658.zip']",56.26,1713122302.41,1713122358.67
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-10658.zip']",57.81,1713122300.86,1713122358.67
"['initialize-parser', '0c0fd828-bbaa-41ca-8c42-31896e7567b0']",0.00,1713122360.23,1713122360.23
"['parser-parse', '18c55ce3-5da4-4d43-b77b-a3a845f00a72']",56.23,1713122303.09,1713122359.32
"['write-jsonl', '18c55ce3-5da4-4d43-b77b-a3a845f00a72']",0.00,1713122359.32,1713122359.32
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-31971.zip']",56.24,1713122303.09,1713122359.32
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-31971.zip']",57.76,1713122301.57,1713122359.33
"['initialize-parser', 'd2311a94-9581-4aab-b418-d4075ec5a999']",0.00,1713122360.86,1713122360.86
"['parser-parse', '3909e315-510c-4295-90bd-e96a3ac30f79']",56.90,1713122307.23,1713122364.13
"['write-jsonl', '3909e315-510c-4295-90bd-e96a3ac30f79']",0.00,1713122364.13,1713122364.13
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-23615.zip']",56.90,1713122307.23,1713122364.13
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-23615.zip']",58.42,1713122305.71,1713122364.13
"['initialize-parser', 'e35cbf73-56ce-4511-a5d0-6733a92f3703']",0.00,1713122365.63,1713122365.63
"['parser-parse', '613086ca-9d03-4907-90f3-99f43b94a9c5']",56.79,1713122307.56,1713122364.36
"['write-jsonl', '613086ca-9d03-4907-90f3-99f43b94a9c5']",0.00,1713122364.36,1713122364.36
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-8503.zip']",56.80,1713122307.56,1713122364.36
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-8503.zip']",58.32,1713122306.04,1713122364.36
"['initialize-parser', '101103d6-13dd-4c55-99ad-c8b1cfa0a409']",0.00,1713122365.89,1713122365.89
"['parser-parse', 'bcd80a61-0a8f-4a4c-b16b-5a49f758d0a3']",55.88,1713122355.34,1713122411.22
"['write-jsonl', 'bcd80a61-0a8f-4a4c-b16b-5a49f758d0a3']",0.00,1713122411.22,1713122411.22
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16889.zip']",55.88,1713122355.34,1713122411.22
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-16889.zip']",57.35,1713122353.88,1713122411.22
"['initialize-parser', '6477632c-09da-4cd9-9d6e-b5443289a481']",0.00,1713122412.74,1713122412.74
"['parser-parse', '44b2c91e-f0c8-4531-97f3-8775e86dc125']",56.13,1713122355.44,1713122411.57
"['write-jsonl', '44b2c91e-f0c8-4531-97f3-8775e86dc125']",0.00,1713122411.57,1713122411.57
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-7335.zip']",56.14,1713122355.43,1713122411.57
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-7335.zip']",57.62,1713122353.96,1713122411.58
"['initialize-parser', 'cd18852d-5a25-4323-a22d-9df4e4ffa005']",0.00,1713122413.10,1713122413.10
"['parser-parse', '03c7dffd-bdc4-4186-aeda-96907cf3da7a']",55.91,1713122356.37,1713122412.28
"['write-jsonl', '03c7dffd-bdc4-4186-aeda-96907cf3da7a']",0.00,1713122412.28,1713122412.28
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-37761.zip']",55.91,1713122356.37,1713122412.28
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-37761.zip']",57.41,1713122354.88,1713122412.29
"['initialize-parser', '8b861a0e-435c-4147-b96c-2ab9733e70e6']",0.00,1713122413.80,1713122413.80
"['parser-parse', '050e1b06-5436-4edd-b796-71d5bc91ef0d']",56.02,1713122356.57,1713122412.59
"['write-jsonl', '050e1b06-5436-4edd-b796-71d5bc91ef0d']",0.00,1713122412.59,1713122412.59
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-17561.zip']",56.02,1713122356.57,1713122412.59
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-17561.zip']",57.53,1713122355.06,1713122412.59
"['initialize-parser', 'd354ff82-9774-4750-8423-ceab52ee6e54']",0.00,1713122414.09,1713122414.09
"['parser-parse', '0c0fd828-bbaa-41ca-8c42-31896e7567b0']",56.59,1713122360.23,1713122416.81
"['write-jsonl', '0c0fd828-bbaa-41ca-8c42-31896e7567b0']",0.00,1713122416.81,1713122416.82
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-26021.zip']",56.59,1713122360.23,1713122416.82
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-26021.zip']",58.14,1713122358.68,1713122416.82
"['initialize-parser', '85bf7ad8-b9da-4909-bfcf-a76163468e5f']",0.00,1713122418.34,1713122418.34
"['parser-parse', 'd2311a94-9581-4aab-b418-d4075ec5a999']",56.33,1713122360.86,1713122417.19
"['write-jsonl', 'd2311a94-9581-4aab-b418-d4075ec5a999']",0.00,1713122417.19,1713122417.20
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-15516.zip']",56.34,1713122360.86,1713122417.20
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data/10pdfs-15516.zip']",57.86,1713122359.34,1713122417.20
"['initialize-parser', '4ab25f60-fd84-434a-b002-f9f07275d214']",0.00,1713122418.73,1713122418.73
